Date,Symbol,SecurityName,ClientName,Buy/Sell,QuantityTraded,TradePrice/Wght.Avg.Price,Remarks
02-JUL-2026,AQYLON,Aqylon Nexus Limited,PLASTOMATIC PACKAGING PRIVATE LIMITED,BUY,"12,88,024",43.00,-
02-JUL-2026,ATALREAL,Atal Realtech Limited,ACME CAPITAL MARKET LIMITED,SELL,"17,54,081",28.35,-
02-JUL-2026,ATALREAL,Atal Realtech Limited,ACME CAPITAL MARKET LIMITED,BUY,"17,54,081",28.09,-
02-JUL-2026,ATALREAL,Atal Realtech Limited,ALTIZEN VENTURES LLP,BUY,"3,82,500",28.13,-
02-JUL-2026,ATALREAL,Atal Realtech Limited,ALTIZEN VENTURES LLP,SELL,"7,38,988",28.37,-
02-JUL-2026,ATALREAL,Atal Realtech Limited,MANISH N THAKUR,SELL,"1,55,000",28.36,-
02-JUL-2026,ATALREAL,Atal Realtech Limited,MANISH N THAKUR,BUY,"19,05,000",28.37,-
02-JUL-2026,ATALREAL,Atal Realtech Limited,NIRAJ RAJNIKANT SHAH,BUY,"18,00,000",28.40,-
02-JUL-2026,ATALREAL,Atal Realtech Limited,VANITA SANJAY BANSAL,SELL,"11,50,000",28.10,-
02-JUL-2026,ATALREAL,Atal Realtech Limited,VISHAL MAHESH WAGHELA,SELL,"15,86,962",28.40,-
02-JUL-2026,BHARATSE,Bharat Seats Limited,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,"4,42,004",239.38,-
02-JUL-2026,BHARATSE,Bharat Seats Limited,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,"4,42,004",239.69,-
02-JUL-2026,BHARATSE,Bharat Seats Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"13,69,092",239.83,-
02-JUL-2026,BHARATSE,Bharat Seats Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"13,84,684",239.92,-
02-JUL-2026,BHARATSE,Bharat Seats Limited,MICROCURVES TRADING PRIVATE LIMITED,BUY,"8,35,668",239.84,-
02-JUL-2026,BHARATSE,Bharat Seats Limited,MICROCURVES TRADING PRIVATE LIMITED,SELL,"8,35,668",239.99,-
02-JUL-2026,BHARATSE,Bharat Seats Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"5,61,627",240.13,-
02-JUL-2026,BHARATSE,Bharat Seats Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"5,61,627",240.04,-
02-JUL-2026,BHARATSE,Bharat Seats Limited,QE SECURITIES LLP,SELL,"6,20,386",239.74,-
02-JUL-2026,BHARATSE,Bharat Seats Limited,QE SECURITIES LLP,BUY,"6,32,495",239.64,-
02-JUL-2026,BMLL,Bio Medica Laboratories L,ALOK  KUMAR,BUY,"80,000",140.00,-
02-JUL-2026,BMLL,Bio Medica Laboratories L,RATHOD MANOJ CHHAGANLAL HUF,BUY,"81,000",139.92,-
02-JUL-2026,BMLL,Bio Medica Laboratories L,RATHOD MANOJ CHHAGANLAL HUF,SELL,"1,08,000",140.00,-
02-JUL-2026,CANTABIL,Cantabil Retail Ltd,THINK INDIA OPPORTUNITIES MASTER FUND LP,SELL,"9,00,000",252.00,-
02-JUL-2026,CLSL,Crop Life Science Limited,CHUNILAL SAMAJUBHAI VIROLIA,BUY,"4,80,000",42.97,-
02-JUL-2026,CLSL,Crop Life Science Limited,RAJESHKUMAR VRAJLAL LUNAGARIYA,SELL,"1,76,000",42.50,-
02-JUL-2026,CLSL,Crop Life Science Limited,SUMITA R LUNAGARIYA,SELL,"1,12,000",44.50,-
02-JUL-2026,CLSL,Crop Life Science Limited,VIJYAGAURI ASHVINKUMAR LUNAGARIA,SELL,"1,92,000",42.50,-
02-JUL-2026,COMSYN,Commercial Syn Bags Ltd,ARIHANT CAPITAL MARKETS LIMITED,BUY,"5,86,545",179.98,-
02-JUL-2026,COMSYN,Commercial Syn Bags Ltd,ARIHANT CAPITAL MARKETS LIMITED,SELL,"6,13,970",184.73,-
02-JUL-2026,CONTROLPR,Control Print Limited,BLITZQUANT RESEARCH LLP,SELL,"1,41,789",713.61,-
02-JUL-2026,CONTROLPR,Control Print Limited,BLITZQUANT RESEARCH LLP,BUY,"1,41,789",713.16,-
02-JUL-2026,CONTROLPR,Control Print Limited,GRT STRATEGIC VENTURES LLP,SELL,"87,582",711.96,-
02-JUL-2026,CONTROLPR,Control Print Limited,GRT STRATEGIC VENTURES LLP,BUY,"87,582",711.49,-
02-JUL-2026,CONTROLPR,Control Print Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"2,29,833",712.36,-
02-JUL-2026,CONTROLPR,Control Print Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"2,29,833",711.70,-
02-JUL-2026,CONTROLPR,Control Print Limited,QE SECURITIES LLP,BUY,"80,801",712.95,-
02-JUL-2026,CONTROLPR,Control Print Limited,QE SECURITIES LLP,SELL,"81,074",714.24,-
02-JUL-2026,CONTROLPR,Control Print Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,BUY,"85,999",712.14,-
02-JUL-2026,CONTROLPR,Control Print Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,SELL,"85,999",713.25,-
02-JUL-2026,DHANLAXMI,Dhanlaxmi Crop Science L,YUGA  DOSHI,SELL,"84,000",28.43,-
02-JUL-2026,DPEL,Divine Power Energy Ltd,JITENDRA UJAMSI MAMTORA,SELL,"8,27,500",451.62,-
02-JUL-2026,DPEL,Divine Power Energy Ltd,MANISH GARG,BUY,"1,31,000",451.55,-
02-JUL-2026,DPEL,Divine Power Energy Ltd,NEPTUNE FABRICS PRIVATE LIMITED,BUY,"1,30,000",451.55,-
02-JUL-2026,EEPL,Eppeltone Engineers Ltd,VINOD SOMANI,BUY,"30,000",126.09,-
02-JUL-2026,EEPL,Eppeltone Engineers Ltd,VINOD SOMANI,SELL,"80,000",120.73,-
02-JUL-2026,EMPOWER,Empower India Ltd.,AVANCE VENTURES PRIVATE LIMITED,SELL,"4,38,446",2.35,-
02-JUL-2026,EMPOWER,Empower India Ltd.,AVANCE VENTURES PRIVATE LIMITED,BUY,"76,13,276",2.38,-
02-JUL-2026,EXCELSOFT,Excelsoft Technologies L,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,BUY,"5,79,329",82.97,-
02-JUL-2026,EXCELSOFT,Excelsoft Technologies L,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,SELL,"5,79,329",83.12,-
02-JUL-2026,GCSL,Gretex Corporate Services,HRTI PRIVATE LIMITED,SELL,"57,219",446.42,-
02-JUL-2026,GCSL,Gretex Corporate Services,HRTI PRIVATE LIMITED,BUY,"1,99,380",450.87,-
02-JUL-2026,GCSL,Gretex Corporate Services,L7 HITECH PRIVATE LIMITED,SELL,"2,23,263",449.04,-
02-JUL-2026,GCSL,Gretex Corporate Services,L7 HITECH PRIVATE LIMITED,BUY,"2,48,926",459.33,-
02-JUL-2026,GCSL,Gretex Corporate Services,MANSUKH SECURITIES & FINANCE LIMITED,BUY,"2,00,655",448.40,-
02-JUL-2026,GCSL,Gretex Corporate Services,MANSUKH SECURITIES & FINANCE LIMITED,SELL,"3,63,504",446.59,-
02-JUL-2026,GCSL,Gretex Corporate Services,RAVI AMIT JALAN,BUY,"2,00,000",450.75,-
02-JUL-2026,HEXAGON,Hexagon Nutrition Limited,MATHISYS QUANTCAP LLP,SELL,"6,72,615",68.56,-
02-JUL-2026,HEXAGON,Hexagon Nutrition Limited,MATHISYS QUANTCAP LLP,BUY,"6,83,592",68.80,-
02-JUL-2026,IKIO,IKIO Technologies Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"4,91,888",170.76,-
02-JUL-2026,IKIO,IKIO Technologies Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"4,91,888",170.64,-
02-JUL-2026,IKIO,IKIO Technologies Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,BUY,"4,53,634",171.55,-
02-JUL-2026,IKIO,IKIO Technologies Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,SELL,"4,53,634",171.55,-
02-JUL-2026,KPITTECH,KPIT Technologies Limited,GRAVITON RESEARCH CAPITAL LLP,SELL,"14,03,742",561.65,-
02-JUL-2026,KPITTECH,KPIT Technologies Limited,GRAVITON RESEARCH CAPITAL LLP,BUY,"14,03,742",561.35,-
02-JUL-2026,KSHITIJPOL,Kshitij Polyline Limited,BHAVISHYA ECOMMERCE PRIVATE LIMITED,BUY,"7,17,420",3.84,-
02-JUL-2026,KSHITIJPOL,Kshitij Polyline Limited,BHAVISHYA ECOMMERCE PRIVATE LIMITED,SELL,"19,05,729",3.93,-
02-JUL-2026,KSHITIJPOL,Kshitij Polyline Limited,GOUTAM  BHOWMICK,SELL,"8,00,000",3.93,-
02-JUL-2026,KSHITIJPOL,Kshitij Polyline Limited,POTENTIAL ELECTRICALS AND ELECTRONICS PRIVATE LIMITED,SELL,"60,00,000",3.93,-
02-JUL-2026,LAMOSAIC,Lamosaic India Limited,KESAR TRACOM INDIA LLP,SELL,"1,49,400",33.50,-
02-JUL-2026,LAMOSAIC,Lamosaic India Limited,MAHESH MULCHAND WAGHELA,BUY,"1,50,000",33.50,-
02-JUL-2026,LAMOSAIC,Lamosaic India Limited,TIRTH BHAVESH SHAH,BUY,"78,000",33.50,-
02-JUL-2026,LAMOSAIC,Lamosaic India Limited,VIKAS RAMESH MEHTA,SELL,"99,600",33.52,-
02-JUL-2026,MADHUSUDAN,Madhusudan Masala Limited,COMPACT STRUCTURE FUND,SELL,"3,02,000",220.44,-
02-JUL-2026,MADHUSUDAN,Madhusudan Masala Limited,VSPARTANS CONSULTANTS PRIVATE LIMITED,BUY,"1,50,000",222.08,-
02-JUL-2026,MANCREDIT,Mangal Credit N Fincorp L,BULLPULSE MARKETEDGE PRIVATE LIMITED,BUY,"2,78,053",240.13,-
02-JUL-2026,MANCREDIT,Mangal Credit N Fincorp L,BULLPULSE MARKETEDGE PRIVATE LIMITED,SELL,"2,79,014",241.19,-
02-JUL-2026,MANCREDIT,Mangal Credit N Fincorp L,CHAUBARA EATS PRIVATE LIMITED,SELL,"1,34,608",240.31,-
02-JUL-2026,MANCREDIT,Mangal Credit N Fincorp L,CHAUBARA EATS PRIVATE LIMITED,BUY,"1,34,608",239.02,-
02-JUL-2026,MARKOLINES,Markolines Pavement Tec L,HI KLASS TRADING & INVESTMENT LIMITED,SELL,"1,58,941",188.02,-
02-JUL-2026,MARKOLINES,Markolines Pavement Tec L,HI KLASS TRADING & INVESTMENT LIMITED,BUY,"1,61,383",187.99,-
02-JUL-2026,MARKOLINES,Markolines Pavement Tec L,VISTAAR TRADING SERVICE PRIVATE LIMITED,BUY,"1,82,773",187.33,-
02-JUL-2026,MARKOLINES,Markolines Pavement Tec L,VISTAAR TRADING SERVICE PRIVATE LIMITED,SELL,"1,82,773",187.60,-
02-JUL-2026,ORIENTTECH,Orient Technologies Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"2,38,174",270.58,-
02-JUL-2026,ORIENTTECH,Orient Technologies Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"2,38,276",270.74,-
02-JUL-2026,ORIENTTECH,Orient Technologies Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"3,99,744",269.74,-
02-JUL-2026,ORIENTTECH,Orient Technologies Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"3,99,744",269.94,-
02-JUL-2026,ORIENTTECH,Orient Technologies Ltd,QE SECURITIES LLP,SELL,"2,44,834",271.84,-
02-JUL-2026,ORIENTTECH,Orient Technologies Ltd,QE SECURITIES LLP,BUY,"2,47,188",270.92,-
02-JUL-2026,PPSL,Picturepost Studios Ltd,DEEPA SHAILENDRA CHANDGOTHIA,SELL,"2,79,000",3.30,-
02-JUL-2026,PPSL,Picturepost Studios Ltd,YOGIRAJ  BAGGA,SELL,"9,000",3.30,-
02-JUL-2026,PPSL,Picturepost Studios Ltd,YOGIRAJ  BAGGA,BUY,"1,68,000",3.30,-
02-JUL-2026,RAMCOSYS,Ramco Systems Limited,HRTI PRIVATE LIMITED,SELL,"5,09,029",795.26,-
02-JUL-2026,RAMCOSYS,Ramco Systems Limited,HRTI PRIVATE LIMITED,BUY,"5,15,600",789.90,-
02-JUL-2026,RAMCOSYS,Ramco Systems Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"8,81,946",796.57,-
02-JUL-2026,RAMCOSYS,Ramco Systems Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"8,83,440",796.18,-
02-JUL-2026,RAMCOSYS,Ramco Systems Limited,QE SECURITIES LLP,BUY,"3,59,293",788.56,-
02-JUL-2026,RAMCOSYS,Ramco Systems Limited,QE SECURITIES LLP,SELL,"3,59,908",794.16,-
02-JUL-2026,RHIM,RHI MAGNESITA INDIA LTD,GRAVITON RESEARCH CAPITAL LLP,BUY,"10,47,962",420.34,-
02-JUL-2026,RHIM,RHI MAGNESITA INDIA LTD,GRAVITON RESEARCH CAPITAL LLP,SELL,"10,47,962",420.88,-
02-JUL-2026,RHIM,RHI MAGNESITA INDIA LTD,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"19,76,545",421.69,-
02-JUL-2026,RHIM,RHI MAGNESITA INDIA LTD,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"19,82,288",421.49,-
02-JUL-2026,RHIM,RHI MAGNESITA INDIA LTD,MICROCURVES TRADING PRIVATE LIMITED,SELL,"24,66,277",422.58,-
02-JUL-2026,RHIM,RHI MAGNESITA INDIA LTD,MICROCURVES TRADING PRIVATE LIMITED,BUY,"24,66,277",422.37,-
02-JUL-2026,RHIM,RHI MAGNESITA INDIA LTD,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"11,28,665",424.73,-
02-JUL-2026,RHIM,RHI MAGNESITA INDIA LTD,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"11,28,665",424.57,-
02-JUL-2026,RHIM,RHI MAGNESITA INDIA LTD,QE SECURITIES LLP,SELL,"19,66,006",418.98,-
02-JUL-2026,RHIM,RHI MAGNESITA INDIA LTD,QE SECURITIES LLP,BUY,"19,77,430",424.31,-
02-JUL-2026,RTL,Rama Telecom Limited,KARNIKA INDUSTRIES LIMITED,BUY,"28,000",76.25,-
02-JUL-2026,RTL,Rama Telecom Limited,KARNIKA INDUSTRIES LIMITED,SELL,"74,000",73.00,-
02-JUL-2026,SAIPARENT,Sai Parenterals Limited,HRTI PRIVATE LIMITED,BUY,"1,05,392",639.68,-
02-JUL-2026,SAIPARENT,Sai Parenterals Limited,HRTI PRIVATE LIMITED,SELL,"2,26,834",637.95,-
02-JUL-2026,SAJHOTELS,Saj Hotels Limited,GUNVANT CHIMANLAL GOPANI,BUY,"1,00,000",32.94,-
02-JUL-2026,SAJHOTELS,Saj Hotels Limited,REINA R JAISINGHANI,SELL,"1,00,000",32.06,-
02-JUL-2026,SAKSOFT,Saksoft Limited,HRTI PRIVATE LIMITED,BUY,"9,37,947",181.25,-
02-JUL-2026,SAKSOFT,Saksoft Limited,HRTI PRIVATE LIMITED,SELL,"11,09,315",182.40,-
02-JUL-2026,SAKSOFT,Saksoft Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"14,97,215",184.33,-
02-JUL-2026,SAKSOFT,Saksoft Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"15,01,749",184.38,-
02-JUL-2026,SIGNPOST,Signpost India Limited,HRTI PRIVATE LIMITED,SELL,"2,65,335",305.47,-
02-JUL-2026,SIGNPOST,Signpost India Limited,HRTI PRIVATE LIMITED,BUY,"3,13,870",304.08,-
02-JUL-2026,SIGNPOST,Signpost India Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"2,65,505",305.32,-
02-JUL-2026,SIGNPOST,Signpost India Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"2,68,498",305.07,-
02-JUL-2026,SSFLPP,SPANDANA Rs.5 ppd up,VALIANT INDIA OPPORTUNITIES LTD,SELL,"1,62,825",133.45,-
02-JUL-2026,URAVIDEF,URAVI DEFENCE & TECH LTD,INDRA KIRAN VENTURES,SELL,"29,748",142.61,-
02-JUL-2026,URAVIDEF,URAVI DEFENCE & TECH LTD,INDRA KIRAN VENTURES,BUY,"70,000",140.54,-
02-JUL-2026,ZENSARTECH,Zensar Technologies -Depo,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"11,47,886",469.77,-
02-JUL-2026,ZENSARTECH,Zensar Technologies -Depo,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"11,51,634",470.10,-
02-JUL-2026,ZENSARTECH,Zensar Technologies -Depo,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"15,22,445",469.58,-
02-JUL-2026,ZENSARTECH,Zensar Technologies -Depo,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"15,22,445",469.38,-
02-JUL-2026,ZENSARTECH,Zensar Technologies -Depo,QE SECURITIES LLP,BUY,"14,42,342",470.12,-
02-JUL-2026,ZENSARTECH,Zensar Technologies -Depo,QE SECURITIES LLP,SELL,"14,45,776",469.49,-
